track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,artist_name,popularity,album_name,album_type,release_date,track_url
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982.0,45,43,45,0,3,146,F,Minor,85,22,37,13,0,7,30,Drake,76.0,Certified Lover Boy,album,2021-09-03,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746.0,171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6,Tiësto,72.0,Don't Be Shy,single,2021-08-12,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,1970,1,1,2877,0,,16,0,54,0,0,110,A,Major,53,75,69,7,0,17,3,Edison Lighthouse,75.0,Love Grows (Where My Rosemary Goes) & Other Gems,album,1970-01-01,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2,2021,11,11,4640,3,374706940.0,81,93,507,6,4,136,n/a,Minor,77,82,30,95,0,13,5,,,,,,
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148.0,20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36,Stephanie Beatriz,69.0,Encanto (Original Motion Picture Soundtrack),album,2021-11-19,https://open.spotify.com/track/4b1yxSdlumA8N4fEk4UOZp
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571.0,1,1,3,0,0,108,A,Minor,46,23,48,75,30,14,4,The Weeknd,53.0,Dawn FM,album,2022-01-06,https://open.spotify.com/track/1NlK2NtpuUazpziLhnJwEV
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,167076418.0,24,47,74,0,0,94,n/a,Major,42,47,36,76,0,9,5,Sebastian Yatra,65.0,Encanto (Original Motion Picture Soundtrack),album,2021-11-19,https://open.spotify.com/track/5rohUzwEoRsUvAA1Bf3DLo
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218.0,23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5,Surf Curse,84.0,Freaks,single,2021-05-15,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642.0,111,5,182,1,0,122,A#,Major,77,51,79,5,0,16,5,Jason Derulo,69.0,Acapulco,single,2021-09-03,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248.0,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3,The Neighbourhood,86.0,Wiped Out!,album,2015-10-30,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939.0,3,0,5,0,0,148,C#,Major,68,29,73,0,0,7,7,Gunna,65.0,DS4EVER,album,2022-01-13,https://open.spotify.com/track/5dqeWGM9sqLd5bZhyBikrZ
ELEVEN,IVE,1,2021,12,1,521,1,247737946.0,17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11,IVE,70.0,ELEVEN,single,2021-12-01,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402.0,237,27,636,0,0,91,G,Minor,70,76,72,22,0,27,4,,,,,,
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871.0,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4,Diane Guerrero,68.0,Encanto (Original Motion Picture Soundtrack),album,2021-11-19,https://open.spotify.com/track/3XoYqtiWHhsk59frZupImG
DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004.0,14,14,24,0,4,106,n/a,Major,86,86,79,11,0,8,9,Trueno,67.0,BIEN O MAL,album,2022-05-12,https://open.spotify.com/track/5NtIprYDaflAuu3Pko0rjR
Miserable Man,David Kushner,1,2022,1,7,788,0,124407432.0,13,0,32,1,0,110,A#,Major,63,31,35,93,0,29,3,David Kushner,57.0,Footprints I Found,album,2022-09-16,https://open.spotify.com/track/575WFgjBXZ3UQyAtTGJWVa
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354.0,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13,,,,,,
Praise God,Kanye West,1,2021,8,29,4651,0,376333030.0,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17,Kanye West,72.0,Donda,album,2021-08-29,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627.0,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16,Doja Cat,73.0,Planet Her,album,2021-06-25,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237.0,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6,Lewis Capaldi,83.0,Divinely Uninspired To A Hellish Extent (Extended Edition),album,2019-11-22,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838.0,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21,,,,,,
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873.0,195,125,"6,280",2,78,105,G#,Major,73,52,76,13,0,5,3,Adele,81.0,21,album,2011-01-24,https://open.spotify.com/track/4OSBTYWVwsQhGLF9NHvIbR
Sobrio,Maluma,1,2021,7,8,3506,10,513643924.0,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22,Maluma,69.0,Sobrio,single,2021-07-08,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503.0,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9,Fireboy DML,61.0,Peru,single,2021-12-23,https://open.spotify.com/track/3s1KwrLP0NlFWiWbjz6bfQ
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581.0,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4,Olivia Rodrigo,83.0,SOUR,album,2021-05-21,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058.0,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6,Gabry Ponte,77.0,Thunder,single,2021-05-07,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656.0,255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23,Tiësto,74.0,The Business,single,2020-09-16,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
positions,Ariana Grande,1,2020,10,23,8207,0,1252563873.0,175,55,95,0,2,144,n/a,Major,73,66,80,44,0,9,12,Ariana Grande,79.0,Positions,album,2020-10-30,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493.0,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4,Måneskin,82.0,Teatro d'ira - Vol. I,album,2021-03-19,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,263894529.0,7,3,89,0,0,158,G#,Minor,46,62,83,53,0,97,28,,,,,,
The Feels,TWICE,1,2021,10,1,1150,0,345903614.0,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7,melvitto,60.0,soon.,single,2017-12-13,https://open.spotify.com/track/7Cl1rpIsQk4EFU2pmSKaC1
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566.0,111,127,210,0,37,129,n/a,Major,61,59,46,56,0,13,5,,,,,,
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266.0,92,127,"1,219",0,62,102,G,Major,74,45,89,5,0,26,13,,,,,,
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004.0,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5,Joel Corry,73.0,OUT OUT (feat. Charli XCX & Saweetie),single,2021-08-13,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366.0,4,2,50,0,0,90,E,Minor,73,31,45,85,24,11,3,SALES,68.0,SALES LP,album,2016-04-20,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457.0,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31,Sleepy Hallow,78.0,Still Sleep?,album,2021-06-02,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388.0,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5,Billie Eilish,81.0,Bored,single,2017-03-30,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151.0,19,0,38,0,0,81,n/a,Major,45,12,57,7,0,23,3,Billie Eilish,70.0,Happier Than Ever (Edit),single,2021-07-28,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110.0,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9,Masked Wolf,71.0,Astronaut In The Ocean,single,2021-01-06,https://open.spotify.com/track/3Ofmpyhv5UAQ70mENzB277
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175.0,101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10,JHAYCO,73.0,Timelezz,album,2021-09-03,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626.0,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4,NIKI,76.0,Every Summertime,single,2021-08-10,https://open.spotify.com/track/68HocO7fx9z0MgDU0ZPHro
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628.0,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3,,,,,,
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974.0,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5,Tate McRae,84.0,TOO YOUNG TO BE SAD,single,2021-03-26,https://open.spotify.com/track/4l0RmWt52FxpVxMNni6i63
The Nights,Avicii,1,2014,1,1,17354,8,1456081449.0,92,122,"1,282",0,55,126,F#,Major,53,66,85,2,0,24,4,Avicii,55.0,Live A Life You Will Remember,compilation,2021-05-07,https://open.spotify.com/track/19GqnCuVdOlSPHp6rHdYR2
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334.0,174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5,,,,,,
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871.0,144,30,86,0,0,136,B,Minor,80,33,60,0,0,32,14,Drake,73.0,Certified Lover Boy,album,2021-09-03,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3,465959382.0,36,82,39,0,5,102,A,Minor,77,26,63,58,0,11,5,,,,,,
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149.0,8,8,8,2,0,77,G,Major,73,54,74,23,0,41,23,,,,,,
Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672.0,533,167,"3,595",6,0,98,F#,Minor,82,54,59,69,0,18,10,Tones And I,74.0,Dance Monkey (Stripped Back) / Dance Monkey,single,2019-10-17,https://open.spotify.com/track/2XU0oxnq2qxCpomAAuJY8K
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111.0,188,34,710,0,5,84,B,Minor,44,22,48,38,0,33,24,Juice WRLD,85.0,Goodbye & Good Riddance,album,2018-12-10,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549.0,92,34,131,0,0,102,G#,Major,89,77,82,3,0,17,11,,,,,,
All of Me,John Legend,1,2013,8,1,27221,0,2086124197.0,308,118,"4,534",2,77,120,G#,Major,42,33,26,92,0,13,3,John Legend,86.0,Love In The Future (Expanded Edition),album,2013-08-30,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927.0,265,121,"12,367",4,160,117,C#,Major,52,73,91,0,0,11,7,Nirvana,54.0,Nevermind (30th Anniversary Super Deluxe),album,2021-11-12,https://open.spotify.com/track/4TMhakloPMPS84lNHNTSa3
Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132.0,107,47,584,1,0,72,A,Minor,45,27,33,82,0,14,4,Duncan Laurence,75.0,Arcade,single,2019-03-07,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618.0,118,116,96,0,3,168,C#,Major,67,29,47,5,0,22,26,Drake,79.0,Certified Lover Boy,album,2021-09-03,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675.0,22,3,0,0,0,94,C#,Major,52,68,69,13,0,33,8,,,,,,
The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967.0,0,4,23,0,0,145,G#,Major,41,65,88,0,0,26,5,SiM,60.0,The Rumbling (TV Size),single,2022-01-10,https://open.spotify.com/track/0KCSJzsQVxkloxoT7dyrqV
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750.0,114,15,63,0,2,134,C#,Major,71,14,61,1,0,23,33,Baby Keem,83.0,The Melodic Blue,album,2021-09-10,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704.0,306,99,"5,063",2,120,148,C#,Major,35,24,93,0,0,10,8,The Killers,88.0,Hot Fuss,album,2004,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771.0,2,12,10,0,0,127,E,Minor,60,40,89,9,0,60,6,ENHYPEN,64.0,DIMENSION : ANSWER,album,2022-01-10,https://open.spotify.com/track/7ecbsiAQ6PNdiAq0hplVZo
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703.0,93,5,67,1,0,172,F#,Minor,74,79,66,11,0,8,16,Nio Garcia,68.0,AM Remix,single,2021-06-24,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
Streets,Doja Cat,1,2019,11,7,5728,0,865640097.0,85,87,179,0,12,90,B,Major,75,19,46,21,4,34,8,,,,,,
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687.0,368,155,"2,854",6,121,96,G,Major,57,30,40,38,0,26,3,Lady Gaga,84.0,A Star Is Born Soundtrack,album,2018-10-05,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494.0,10,56,17,0,0,138,G,Minor,74,65,67,46,0,36,4,ENHYPEN,73.0,DIMENSION : ANSWER,album,2022-01-10,https://open.spotify.com/track/5elW2CKSoqjYoJ32AGDxf1
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901.0,143,24,110,0,70,120,G,Major,72,67,72,0,0,13,4,Marshmello,79.0,Leave Before You Love Me,single,2021-05-21,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
Permission to Dance,BTS,1,2021,7,9,1801,2,608334048.0,77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4,BTS,73.0,Permission to Dance,single,2021-07-23,https://open.spotify.com/track/3XYRV7ZSHqIRDG87DKTtry
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573.0,209,54,710,0,18,123,D,Major,82,80,86,1,0,30,13,Riton,77.0,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],single,2021-01-15,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345.0,141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24,Polo G,79.0,Hall of Fame,album,2021-06-11,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020.0,78,46,"2,515",1,0,171,C#,Major,55,10,85,7,0,8,20,,,,,,
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999.0,272,67,"1,066",1,19,91,B,Major,77,60,32,84,0,8,5,Maroon 5,83.0,JORDI (Deluxe),album,2021-06-11,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999.0,272,67,"1,066",1,19,91,B,Major,77,60,32,84,0,8,5,Maroon 5,83.0,JORDI (Deluxe),album,2021-06-11,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934.0,72,0,0,0,0,84,G,Minor,56,61,76,10,0,14,11,Dímelo Flow,59.0,Se Le Ve,single,2021-08-12,https://open.spotify.com/track/5W1qmxHrMlQGGAiFA3ZQqP
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0,54937991.0,17,3,3,0,0,115,F,Minor,90,74,54,16,0,13,28,Gunna,61.0,DS4EVER,album,2022-01-13,https://open.spotify.com/track/6tsVFchreYTt2OPXSOoFCX
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,29,3270,0,226897599.0,89,21,65,0,0,125,n/a,Major,69,70,89,4,0,49,3,,,,,,
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,0,258316038.0,24,92,93,0,0,122,F#,Minor,80,62,69,28,0,13,7,,,,,,
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090.0,61,23,70,1,0,92,D,Major,85,92,54,16,0,29,7,,,,,,
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919.0,30,26,15,0,0,90,F#,Minor,63,75,75,17,0,11,8,,,,,,
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492.0,151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8,Becky G,76.0,ESQUEMAS,album,2022-05-13,https://open.spotify.com/track/7FlQk2gJ6TBrHHiidvdR2O
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487.0,141,78,"6,591",1,0,93,B,Major,81,53,78,18,0,6,24,Dr. Dre,83.0,2001,album,1999-11-16,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690.0,4,113,20,0,1,130,D,Minor,51,50,76,30,0,10,7,Jung Kook,70.0,Stay Alive (Prod. SUGA of BTS),single,2022-02-11,https://open.spotify.com/track/7CAdT0HdiQNlt1C7xk2hep
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364.0,76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6,Dove Cameron,73.0,Boyfriend,single,2022-02-11,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,146789379.0,46,1,34,0,0,134,n/a,Major,53,31,31,92,0,28,3,Ed Sheeran,64.0,The Joker And The Queen (feat. Taylor Swift),single,2022-02-11,https://open.spotify.com/track/6N1K5OVVCopBjGViHs2IvP
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044.0,142,40,"5,451",1,953,95,D#,Minor,92,31,89,3,0,8,25,Dr. Dre,80.0,2001,album,1999-11-16,https://open.spotify.com/track/4LwU4Vp6od3Sb08CsP99GC
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342.0,119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31,Charlie Puth,71.0,CHARLIE,album,2022-10-06,https://open.spotify.com/track/1jEBSDN5vYViJQr78W7jr2
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472.0,34,3,30,0,0,147,G#,Minor,47,50,80,10,0,32,38,Fivio Foreign,57.0,City of Gods,single,2022-02-11,https://open.spotify.com/track/4huBDGP4I3S0pYI0EaRN1c
Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152.0,34,1,31,0,0,123,G,Major,52,44,60,40,0,26,3,Mahmood,62.0,Brividi,single,2022-02-02,https://open.spotify.com/track/1ZMGp9MTXbtAPvcKa0U3zS
Lost,Frank Ocean,1,2012,1,1,29499,11,822239726.0,124,27,587,0,4,123,A#,Minor,91,49,61,3,0,17,22,Crim3s,59.0,Stay Ugly EP,single,2013-04-11,https://open.spotify.com/track/3xd4GVGAuzJGdVZLEKvWea
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675.0,235,106,"5,221",1,35,90,F#,Minor,90,79,71,26,0,7,37,50 Cent,82.0,Get Rich Or Die Tryin',album,2003-02-06,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054.0,105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4,Tate McRae,81.0,i used to think i could fly,album,2022-05-27,https://open.spotify.com/track/7l9IqDtVWJurTvkQHq1BGh
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997.0,13,0,113,1,3,115,C#,Major,60,37,71,8,0,48,4,Yung Lean,72.0,Lavender,single,2013-08-16,https://open.spotify.com/track/7v3rmoy5jcn4h5UqwQyCM3
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830.0,33,123,7,0,4,141,D#,Major,37,17,67,2,0,34,9,Labrinth,68.0,All For Us (from the HBO Original Series Euphoria),single,2019-08-04,https://open.spotify.com/track/10hMM5nsZQf66ldBlgWBfG
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627.0,22,13,65,0,6,160,A,Major,31,30,88,7,0,8,8,The Rare Occasions,80.0,Notion,single,2021-12-02,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4
Formula,Labrinth,1,2019,10,4,3444,7,554875730.0,24,85,102,0,1,145,B,Major,57,23,66,4,6,15,4,,,,,,
Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006.0,45,1,80,0,12,89,n/a,Minor,46,43,43,23,8,8,22,Labrinth,77.0,Imagination & the Misfit Kid,album,2019-11-22,https://open.spotify.com/track/1ZdhOMWyFR8Iv9eylMGYg2
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031.0,7,21,2,0,0,95,F,Minor,84,49,72,8,0,15,8,AP Dhillon,74.0,Excuses,single,2020-07-24,https://open.spotify.com/track/29m79w9xPMH4YCD6r8JSmV
Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548.0,11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4,,,,,,
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,1,245400167.0,19,5,12,0,0,174,F,Minor,67,74,75,44,0,7,30,,,,,,
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142.0,128,17,"1,663",0,0,92,G,Major,77,76,84,3,0,38,4,,,,,,
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469.0,78,15,"1,674",0,3,134,G#,Major,93,61,74,9,0,17,8,Dr. Dre,79.0,2001,album,1999-11-16,https://open.spotify.com/track/7iXF2W9vKmDoGAhlHdpyIa
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192.0,57,13,50,1,7,172,B,Minor,31,4,86,1,0,28,17,Luude,64.0,Down Under (feat. Colin Hay),single,2022-02-01,https://open.spotify.com/track/53O5nAlq04RKmSBqW0SFvG
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128.0,44,63,91,0,24,80,A,Major,76,92,62,6,0,8,13,Ryan Castro,67.0,Mujeriego,single,2021-12-17,https://open.spotify.com/track/78kygHp1dvW1kncYjBgbe1
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265.0,284,114,"1,481",0,5,150,C#,Minor,91,42,60,0,0,9,12,Kendrick Lamar,89.0,DAMN.,album,2017-04-14,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
Stan,"Eminem, Dido",2,1999,11,21,17115,0,918915401.0,83,63,"4,180",0,0,80,F#,Minor,78,53,74,4,0,45,21,Eminem,81.0,The Marshall Mathers LP,album,2000-05-23,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317.0,65,45,398,0,1,166,A#,Minor,81,83,75,14,0,29,34,GODZZ__-,2.0,Contection,single,2023-04-22,https://open.spotify.com/track/67lQI1dToxGUZHlZYYdyEi
Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285.0,5,1,62,0,0,120,G#,Major,67,8,54,27,0,8,4,Chase Atlantic,88.0,Chase Atlantic,album,2017-10-04,https://open.spotify.com/track/3M0lSi5WW79CXQamgSBIjx
A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800.0,21,20,40,0,0,92,n/a,Major,86,89,79,17,0,11,6,Bad Bunny,76.0,YHLQMDLG,album,2020-02-29,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692.0,47,3,42,12,6,85,G#,Minor,74,61,52,30,0,26,9,Em Beihold,71.0,Numb Little Bug,single,2022-01-28,https://open.spotify.com/track/3o9kpgkIcffx0iSwxhuNI2
212,"Mainstreet, Chefin",2,2022,1,15,352,0,143139338.0,10,0,39,0,0,154,D,Minor,79,86,52,66,0,9,7,Azealia Banks,71.0,Broke with Expensive Taste,album,2014-11-07,https://open.spotify.com/track/7mDKRYiqejoHzP7dQGxLys
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491.0,42,7,15,0,4,92,D,Minor,73,37,74,28,0,14,6,,,,,,
